Nom Gare,Code Gare,Type jour,Date,Annee,Ligne,Axe,Tranche horaire,Somme de Montants,mois,jour_semaine
BECON-LES-BRUYERES,87382002,DIM,2024-01-21,2024,L,L2,Après 20h,228,1,Sunday
SAINT-CYR,87393223,JOB,2024-11-06,2024,U,U,De 16h à 20h,703,11,Wednesday
ROISSY-EN-BRIE,87116038,JOB,2022-03-22,2022,E,E,De 16h à 20h,855,3,Tuesday
HERBLAY,87381889,DIM,2024-01-21,2024,J,J6,De 10h à 16h,1059,1,Sunday
AULNAY-SOUS-BOIS,87271411,JOB,2023-10-10,2023,B,B,De 6h à 10h,11860,10,Tuesday
LARDY,87545160,JOB,2025-06-02,2025,C,C,Après 20h,14,6,Monday
ROISSY-EN-BRIE,87116038,SAM,2022-03-19,2022,E,E,Avant 6h,44,3,Saturday
AUVERS-SUR-OISE,87276543,SAM,2024-01-20,2024,H,H,De 6h à 10h,22,1,Saturday
BOISSY-L'AILLERIE,87381152,DIM,2024-01-21,2024,J,J6,De 16h à 20h,65,1,Sunday
LE-BLANC-MESNIL,87271478,DIM,2019-03-17,2019,B,B,Après 20h,238,3,Sunday
ROMAIN-ROLLAND,87704296,DIM,2021-12-09,2021,T4,T4,De 16h à 20h,323,12,Thursday
FONTAINE-LE-PORT,87682427,SAM,2024-01-20,2024,R,R,De 10h à 16h,25,1,Saturday
BIBLIOTHEQUE-FRANCOIS-MITTERRAND,87328328,DIM,2025-09-02,2025,C,C,De 10h à 16h,7713,9,Tuesday
SAINT-LEU-LA-FORET,87276600,SAM,2024-01-20,2024,H,H,Avant 6h,27,1,Saturday
ROUGEMONT-CHANTELOUP,87431791,SAM,2021-09-18,2021,T4,T4,De 6h à 10h,376,9,Saturday
BAGNEAUX-SUR-LOING,87684191,JOB,2024-01-16,2024,R,R,De 6h à 10h,64,1,Tuesday
BONDY,87113407,SAM,2022-03-19,2022,E,E,Avant 6h,161,3,Saturday
LE-BOURGET,87271395,JOB,2021-11-23,2021,T11,T11,De 6h à 10h,2253,11,Tuesday
SAINT-CHERON,87545509,JOB,2025-06-02,2025,C,C,De 16h à 20h,321,6,Monday
GARANCIERES-LA-QUEUE,87393439,JOB,2024-01-16,2024,N,N,De 16h à 20h,90,1,Tuesday
BIEVRES,87393546,JOB,2025-06-02,2025,C,V,Après 20h,10,6,Monday
SAINT-MARTIN-D'ETAMPES,87545350,JOB,2025-11-02,2025,C,C,De 10h à 16h,228,11,Sunday
SAINT-CLOUD,87382358,DIM,2024-01-21,2024,L,L2,De 6h à 10h,410,1,Sunday
BELLEVUE,87393116,DIM,2024-01-21,2024,N,N,De 16h à 20h,297,1,Sunday
AVENUE-HENRI-MARTIN,87381046,JOB,2025-11-02,2025,C,C,De 6h à 10h,431,11,Sunday
LE-COUDRAY-MONTCEAUX,87681635,SAM,2024-02-03,2024,D,D,De 16h à 20h,13,2,Saturday
SAINT-CYR,87393223,DIM,2024-01-21,2024,N,N,Après 20h,264,1,Sunday
ISSOU-PORCHEVILLE,87381574,SAM,2024-01-20,2024,J,J6,Avant 6h,3,1,Saturday
BOIS-LE-ROI,87682203,SAM,2024-01-20,2024,R,R,De 6h à 10h,267,1,Saturday
SAINT-MICHEL-NOTRE-DAME,87547315,DIM,2025-09-02,2025,C,C,De 6h à 10h,2291,9,Tuesday
SAINT-CYR,87393223,JOB,2023-10-19,2023,T13,T13,De 10h à 16h,271,10,Thursday
JUVISY,87545244,DIM,2025-09-02,2025,C,C,Avant 6h,198,9,Tuesday
BOUFFEMONT-MOISSELLES,87276485,DIM,2024-01-21,2024,H,H,De 16h à 20h,194,1,Sunday
LEON-BLUM,87704262,JOB,2021-09-21,2021,T4,T4,Avant 6h,28,9,Tuesday
SAINT-CYR,87393223,SAM,2024-04-27,2024,U,U,Avant 6h,14,4,Saturday
JUVISY,87545244,SAM,2024-02-03,2024,D,D,Avant 6h,146,2,Saturday
BOIS-BRIARD,87746024,SAM,2024-11-30,2024,T12,T12,De 16h à 20h,18,11,Saturday
SAINT-OUEN-L'AUMONE-LIESSE,87337980,DIM,2024-01-21,2024,H,H,Avant 6h,9,1,Sunday
SAINT-DENIS,87271015,DIM,2024-03-03,2024,D,D,De 10h à 16h,15581,3,Sunday
JUVISY,87545244,SAM,2025-08-02,2025,C,C,De 10h à 16h,7604,8,Saturday
BELLOY-SAINT-MARTIN,87276550,DIM,2024-01-21,2024,H,H,Avant 6h,2,1,Sunday
LES-COQUETIERS,87113845,JOB,2021-09-21,2021,T4,T4,Avant 6h,36,9,Tuesday
SAINT-LEU-LA-FORET,87276600,SAM,2024-01-20,2024,H,H,De 16h à 20h,472,1,Saturday
GUERARD-LA-CELLE-SUR-MORIN,87116269,DIM,2023-11-19,2023,P,P,De 6h à 10h,6,11,Sunday
BOISSY-L'AILLERIE,87381152,DIM,2024-01-21,2024,J,J6,Après 20h,5,1,Sunday
SAINT-OUEN-L'AUMONE-LIESSE,87337980,SAM,2024-01-20,2024,H,H,Avant 6h,23,1,Saturday
SAINT-MICHEL-SUR-ORGE,87545202,DIM,2025-09-02,2025,C,C,Avant 6h,38,9,Tuesday
HAUSSMANN-SAINT-LAZARE,87281899,JOB,2022-03-22,2022,E,E,Après 20h,5434,3,Tuesday
BONDY,87113407,DIM,2022-03-20,2022,E,E,Après 20h,504,3,Sunday
LES-SAULES,87546226,JOB,2025-06-02,2025,C,C,Après 20h,41,6,Monday
SAINT-MICHEL-SUR-ORGE,87545202,JOB,2025-04-02,2025,C,C,Avant 6h,168,4,Wednesday
HERICY,87682435,DIM,2024-01-21,2024,R,R,Après 20h,4,1,Sunday
BONDY,87113407,JOB,2021-09-21,2021,T4,T4,Avant 6h,47,9,Tuesday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,JOB,2024-01-16,2024,N,N,De 16h à 20h,3323,1,Tuesday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,JOB,2023-10-19,2023,T13,T13,Après 20h,79,10,Thursday
L'ISLE-ADAM-PARMAIN,87276527,JOB,2024-01-16,2024,H,H,Avant 6h,43,1,Tuesday
BEYNES,87393363,DIM,2024-01-21,2024,N,N,Après 20h,10,1,Sunday
LES-YVRIS-NOISY-LE-GRAND,87113803,SAM,2022-03-19,2022,E,E,Après 20h,46,3,Saturday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,JOB,2024-01-16,2024,L,L2,De 16h à 20h,406,1,Tuesday
L'ISLE-ADAM-PARMAIN,87276527,JOB,2024-01-16,2024,H,H,De 10h à 16h,386,1,Tuesday
BRETIGNY,87545194,JOB,2025-11-02,2025,C,C,De 10h à 16h,2339,11,Sunday
SAINTE-GENEVIEVE-DES-BOIS,87545210,JOB,2025-11-02,2025,C,C,De 10h à 16h,1313,11,Sunday
SAINT-NOM-LA-BRETECHE-FORET-DE-MARLY,87382481,SAM,2023-10-14,2023,T13,T13,Après 20h,23,10,Saturday
HOUILLES-CARRIERES-SUR-SEINE,87386409,JOB,2022-11-30,2022,A,A,De 16h à 20h,3703,11,Wednesday
BIEVRES,87393546,DIM,2025-09-02,2025,C,V,Après 20h,16,9,Tuesday
MAGENTA,87281873,SAM,2022-03-19,2022,E,E,De 10h à 16h,10898,3,Saturday
SAINT-OUEN-L'AUMONE,87276105,SAM,2024-01-20,2024,H,H,Avant 6h,33,1,Saturday
BOURAY,87545178,JOB,2025-06-02,2025,C,C,Après 20h,23,6,Monday
BRETIGNY,87545194,DIM,2025-09-02,2025,C,C,Avant 6h,60,9,Tuesday
SARCELLES-SAINT-BRICE,87276386,DIM,2024-01-21,2024,H,H,Après 20h,348,1,Sunday
SAINT-OUEN-L'AUMONE,87276105,SAM,2024-01-20,2024,H,H,De 6h à 10h,310,1,Saturday
IGNY,87393561,SAM,2025-08-02,2025,C,V,Après 20h,26,8,Saturday
BOURRON-MARLOTTE-GREZ,87684118,JOB,2024-01-16,2024,R,R,Après 20h,7,1,Tuesday
MAISONS-ALFORT-ALFORTVILLE,87681155,SAM,2024-02-03,2024,D,D,De 16h à 20h,3671,2,Saturday
SAINT-OUEN-L'AUMONE-LIESSE,87337980,DIM,2024-01-21,2024,H,H,De 16h à 20h,169,1,Sunday
ISLES-ARMENTIERES-CONGIS,87116616,SAM,2023-09-16,2023,P,P,Avant 6h,0,9,Saturday
BOUSSY-SAINT-ANTOINE,87682138,SAM,2024-02-03,2024,D,D,Après 20h,275,2,Saturday
SARCELLES-SAINT-BRICE,87276386,DIM,2024-01-21,2024,H,H,De 6h à 10h,564,1,Sunday
SAINT-OUEN-L'AUMONE-LIESSE,87337980,DIM,2025-09-02,2025,C,C,Avant 6h,4,9,Tuesday
LA-FERTE-SOUS-JOUARRE,87116517,JOB,2023-09-19,2023,P,P,Avant 6h,273,9,Tuesday
BUNO-GIRONVILLE,87681510,JOB,2024-12-03,2024,D,D,De 10h à 16h,18,12,Tuesday
MAISONS-LAFFITTE,87386425,JOB,2022-11-30,2022,A,A,De 10h à 16h,2607,11,Wednesday
SAINT-OUEN-L'AUMONE-LIESSE,87337980,JOB,2025-06-02,2025,C,C,Avant 6h,7,6,Monday
LA-GARENNE-COLOMBES,87386003,JOB,2024-01-16,2024,L,L3,Avant 6h,54,1,Tuesday
CERGY-LE-HAUT,87382655,JOB,2024-01-16,2024,L,L3,Après 20h,0,1,Tuesday
SAVIGNY-SUR-ORGE,87545236,DIM,2025-09-02,2025,C,C,De 6h à 10h,595,9,Tuesday
SAINT-OUEN-L'AUMONE-LIESSE,87337980,SAM,2025-08-02,2025,C,C,De 6h à 10h,77,8,Saturday
CERGY-SAINT-CHRISTOPHE,87382499,JOB,2024-01-16,2024,L,L3,De 10h à 16h,235,1,Tuesday
CERGY-PREFECTURE,87381905,JOB,2022-11-30,2022,A,A,De 16h à 20h,5182,11,Wednesday
MANTES-LA-JOLIE,87381509,JOB,2025-01-04,2025,J,J5,De 16h à 20h,1154,1,Saturday
SAINT-OUEN-L'AUMONE-QUARTIER-DE-L'EGLISE,87381426,SAM,2024-01-20,2024,J,J6,De 6h à 10h,163,1,Saturday
IVRY-SUR-SEINE,87545301,JOB,2025-11-02,2025,C,C,De 6h à 10h,2120,11,Sunday
CERNAY,87276063,DIM,2024-01-21,2024,H,H,Après 20h,69,1,Sunday
SAVIGNY-SUR-ORGE,87545236,SAM,2025-08-02,2025,C,C,De 10h à 16h,2510,8,Saturday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,DIM,2024-01-21,2024,N,N,Après 20h,234,1,Sunday
CERNAY,87276063,SAM,2025-08-02,2025,C,C,Avant 6h,20,8,Saturday
CERNAY,87276063,JOB,2025-11-02,2025,C,C,De 6h à 10h,1661,11,Sunday
MARCHEZAIS-BROUE,87393470,JOB,2024-01-16,2024,N,N,De 16h à 20h,42,1,Tuesday
SAINT-QUENTIN-EN-YVELINES-MONTIGNY-LE-BRETONNEUX,87393843,SAM,2025-08-02,2025,C,C,De 16h à 20h,397,8,Saturday
JUVISY,87545244,SAM,2024-02-03,2024,D,D,De 6h à 10h,2375,2,Saturday
CERNAY,87276063,SAM,2025-08-02,2025,C,C,De 10h à 16h,648,8,Saturday
MAREIL-MARLY,87733667,DIM,2023-10-15,2023,T13,T13,Après 20h,12,10,Sunday
SAINTE-GENEVIEVE-DES-BOIS,87545210,JOB,2025-06-02,2025,C,C,Avant 6h,169,6,Monday
L'ETANG-LA-VILLE,87382473,DIM,2024-01-21,2024,L,L2,De 16h à 20h,125,1,Sunday
BORAN-SUR-OISE,87276444,JOB,2024-01-16,2024,H,H,De 10h à 16h,8,1,Tuesday
SEVRES-RIVE-GAUCHE,87393124,JOB,2024-01-16,2024,N,N,Après 20h,101,1,Tuesday
SARTROUVILLE,87386417,JOB,2022-11-30,2022,A,A,De 16h à 20h,2758,11,Wednesday
L'ETANG-LES-SABLONS,87726109,SAM,2023-10-14,2023,T13,T13,De 6h à 10h,45,10,Saturday
CHANGIS-SAINT-JEAN,87116509,JOB,2023-09-19,2023,P,P,De 16h à 20h,55,9,Tuesday
MASSY-PALAISEAU,87393579,JOB,2024-11-26,2024,T12,T12,De 16h à 20h,2533,11,Tuesday
SARTROUVILLE,87386417,SAM,2024-01-20,2024,L,L3,Avant 6h,33,1,Saturday
L'ISLE-ADAM-PARMAIN,87276527,JOB,2024-01-16,2024,H,H,Après 20h,84,1,Tuesday
CHAMPAGNE-SUR-OISE,87276519,JOB,2024-01-16,2024,H,H,De 16h à 20h,103,1,Tuesday
SEVRES-VILLE-D'AVRAY,87382341,JOB,2024-04-25,2024,U,U,Après 20h,54,4,Thursday
SARTROUVILLE,87386417,SAM,2024-01-20,2024,L,L3,De 6h à 10h,252,1,Saturday
CHANGIS-SAINT-JEAN,87116509,SAM,2023-09-16,2023,P,P,Avant 6h,12,9,Saturday
CHAMPBENOIST-POIGNY,87115873,DIM,2023-11-19,2023,P,P,De 10h à 16h,65,11,Sunday
SOUPPES-CHATEAU-LANDON,87684217,DIM,2024-01-21,2024,R,R,De 10h à 16h,330,1,Sunday
SAVIGNY-SUR-ORGE,87545236,SAM,2025-08-02,2025,C,C,Avant 6h,127,8,Saturday
LA-CELLE-SAINT-CLOUD,87382432,JOB,2024-01-16,2024,L,L2,De 16h à 20h,818,1,Tuesday
CHATEAU-THIERRY,87116582,DIM,2023-09-17,2023,P,P,De 10h à 16h,315,9,Sunday
STAINS-LA-CERISAIE,87697334,DIM,2021-11-21,2021,T11,T11,De 10h à 16h,796,11,Sunday
SEUGY,87272039,JOB,2024-01-16,2024,H,H,De 16h à 20h,26,1,Tuesday
CHARTRETTES,87682419,SAM,2024-01-20,2024,R,R,De 16h à 20h,17,1,Saturday
CHANTELOUP-LES-VIGNES,87381475,JOB,2024-01-16,2024,J,J6,De 6h à 10h,758,1,Tuesday
MAURICE-AUDIN,87704270,SAM,2021-09-18,2021,T4,T4,Avant 6h,9,9,Saturday
SEVRES-RIVE-GAUCHE,87393124,DIM,2024-01-21,2024,N,N,Avant 6h,0,1,Sunday
LES-MUREAUX,87386680,JOB,2025-01-04,2025,J,J5,De 10h à 16h,1420,1,Saturday
CHAVILLE-RIVE-DROITE,87382333,SAM,2024-04-27,2024,U,U,Avant 6h,2,4,Saturday
MERY-SUR-OISE,87276667,SAM,2024-01-20,2024,H,H,De 10h à 16h,288,1,Saturday
SEVRES-RIVE-GAUCHE,87393124,DIM,2024-01-21,2024,N,N,De 10h à 16h,326,1,Sunday
CHATEAU-THIERRY,87116582,SAM,2023-09-16,2023,P,P,De 6h à 10h,322,9,Saturday
CHELLES-GOURNAY,87116111,SAM,2023-11-18,2023,P,P,Après 20h,494,11,Saturday
MEUDON-VAL-FLEURY,87393082,DIM,2025-09-02,2025,C,C,Avant 6h,4,9,Tuesday
SEVRES-VILLE-D'AVRAY,87382341,SAM,2024-08-06,2024,U,U,De 16h à 20h,129,8,Tuesday
LES-NOUES,87276238,JOB,2024-05-03,2024,D,D,De 6h à 10h,1716,5,Friday
CHATELET-LES-HALLES,87758607,DIM,2024-03-03,2024,D,D,Après 20h,5406,3,Sunday
MONTARGIS,87684001,SAM,2024-01-20,2024,R,R,De 6h à 10h,303,1,Saturday
LAVILLETERTRE,87381202,DIM,2024-01-21,2024,J,J6,De 10h à 16h,5,1,Sunday
CHAVILLE-RIVE-DROITE,87382333,JOB,2024-04-25,2024,U,U,Après 20h,73,4,Thursday
CHEMIN-D'ANTONY,87546317,DIM,2025-09-02,2025,C,C,De 10h à 16h,110,9,Tuesday
MONTIGNY-BEAUCHAMP,87276089,DIM,2024-01-21,2024,H,H,Après 20h,239,1,Sunday
LE-BLANC-MESNIL,87271478,DIM,2019-03-17,2019,B,B,De 10h à 16h,2429,3,Sunday
LES-PAVILLONS-SOUS-BOIS,87113852,JOB,2021-09-21,2021,T4,T4,Après 20h,167,9,Tuesday
CONFLANS-FIN-D'OISE,87381459,JOB,2022-11-30,2022,A,A,Après 20h,144,11,Wednesday
TAVERNY,87276634,SAM,2024-01-20,2024,H,H,Avant 6h,23,1,Saturday
SOUPPES-CHATEAU-LANDON,87684217,SAM,2024-01-20,2024,R,R,De 10h à 16h,331,1,Saturday
CHILLY-MAZARIN,87393637,DIM,2024-01-12,2024,T12,T12,De 6h à 10h,54,1,Friday
CERGY-SAINT-CHRISTOPHE,87382499,JOB,2022-11-30,2022,A,A,De 16h à 20h,1774,11,Wednesday
MONTIGNY-BEAUCHAMP,87276089,DIM,2025-09-02,2025,C,C,Après 20h,86,9,Tuesday
LE-BLANC-MESNIL,87271478,JOB,2023-10-10,2023,B,B,De 10h à 16h,1647,10,Tuesday
LES-PAVILLONS-SOUS-BOIS,87113852,SAM,2021-09-18,2021,T4,T4,De 6h à 10h,214,9,Saturday
CONFLANS-SAINTE-HONORINE,87381897,JOB,2024-01-16,2024,J,J6,Après 20h,330,1,Tuesday
THIEUX-NANTOUILLET,87272054,SAM,2024-01-20,2024,K,K,De 10h à 16h,9,1,Saturday
SURESNES-MONT-VALERIEN,87382374,JOB,2024-04-23,2024,U,U,De 10h à 16h,167,4,Tuesday
COMBS-LA-VILLE-QUINCY,87682146,SAM,2024-02-03,2024,D,D,De 6h à 10h,791,2,Saturday
CONFLANS-SAINTE-HONORINE,87381897,SAM,2024-01-20,2024,J,J6,Après 20h,410,1,Saturday
MORET-VENEUX-LES-SABLONS,87682278,DIM,2024-01-21,2024,R,R,Avant 6h,22,1,Sunday
LE-CHENAY-GAGNY,87113522,SAM,2022-03-19,2022,E,E,De 16h à 20h,745,3,Saturday
LA-GRANDE-PAROISSE,87682476,SAM,2024-01-20,2024,R,R,De 16h à 20h,30,1,Saturday
CHAMPAGNE-SUR-SEINE,87682450,JOB,2024-01-16,2024,R,R,Avant 6h,9,1,Tuesday
TOURNAN,87116210,JOB,2023-11-14,2023,P,P,De 10h à 16h,293,11,Tuesday
SURVILLIERS-FOSSES,87276261,SAM,2024-02-03,2024,D,D,Après 20h,70,2,Saturday
LES-SAULES,87546226,DIM,2025-09-02,2025,C,C,De 10h à 16h,250,9,Tuesday
CREPY-EN-VALOIS,87271593,SAM,2024-01-20,2024,K,K,Après 20h,20,1,Saturday
MORET-VENEUX-LES-SABLONS,87682278,SAM,2024-01-20,2024,R,R,Avant 6h,30,1,Saturday
TRAPPES,87393835,SAM,2024-04-27,2024,U,U,Avant 6h,31,4,Saturday
LA-VERRIERE,87393256,JOB,2024-11-06,2024,U,U,De 16h à 20h,1052,11,Wednesday
COURBEVOIE,87382200,SAM,2024-01-20,2024,L,L2,De 16h à 20h,1316,1,Saturday
TRIE-CHATEAU,87381236,JOB,2024-01-16,2024,J,J6,De 10h à 16h,4,1,Tuesday
TRIE-CHATEAU,87381236,DIM,2024-01-21,2024,J,J6,De 6h à 10h,2,1,Sunday
LAVILLETERTRE,87381202,DIM,2024-01-21,2024,J,J6,De 16h à 20h,8,1,Sunday
CHAMPBENOIST-POIGNY,87115873,SAM,2023-11-18,2023,P,P,Après 20h,9,11,Saturday
MOULIN-GALANT,87681403,DIM,2024-03-03,2024,D,D,De 16h à 20h,108,3,Sunday
LE-STADE,87381095,JOB,2024-01-16,2024,J,J6,Après 20h,14,1,Tuesday
LE-BLANC-MESNIL,87271478,SAM,2019-03-16,2019,B,B,De 10h à 16h,1702,3,Saturday
CRETEIL-POMPADOUR,87608802,DIM,2024-03-03,2024,D,D,De 10h à 16h,3511,3,Sunday
VERNOU-SUR-SEINE,87682468,SAM,2024-01-20,2024,R,R,De 10h à 16h,35,1,Saturday
LE-VERT-DE-MAISONS,87681247,JOB,2024-05-03,2024,D,D,De 6h à 10h,2378,5,Friday
SARTROUVILLE,87386417,SAM,2022-11-19,2022,A,A,De 10h à 16h,4365,11,Saturday
CHANGIS-SAINT-JEAN,87116509,DIM,2023-09-17,2023,P,P,De 16h à 20h,69,9,Sunday
NANTEUIL-LE-HAUDOUIN,87271577,DIM,2024-01-21,2024,K,K,De 10h à 16h,17,1,Sunday
VALMONDOIS,87276535,JOB,2024-01-16,2024,H,H,De 6h à 10h,749,1,Tuesday
SERMAISE,87545517,JOB,2025-06-02,2025,C,C,Après 20h,2,6,Monday
EPINAY-SUR-ORGE,87545228,JOB,2024-11-26,2024,T12,T12,Après 20h,189,11,Tuesday
VERSAILLES-CHANTIERS,87393009,JOB,2025-06-02,2025,C,C,Après 20h,188,6,Monday
VANVES-MALAKOFF,87391532,JOB,2024-01-16,2024,N,N,De 10h à 16h,551,1,Tuesday
LE-VERT-DE-MAISONS,87681247,JOB,2024-05-03,2024,D,D,De 10h à 16h,1481,5,Friday
CHAPONVAL,87276162,JOB,2024-01-16,2024,H,H,De 10h à 16h,17,1,Tuesday
NOGENT-L'ARTAUD-CHARLY,87116566,JOB,2023-09-19,2023,P,P,De 6h à 10h,375,9,Tuesday
VAUBOYEN,87393538,JOB,2025-06-02,2025,C,V,De 6h à 10h,176,6,Monday
SEVRAN-LIVRY,87271429,DIM,2019-03-17,2019,B,B,Avant 6h,101,3,Sunday
EPINAY-SUR-SEINE,87271148,DIM,2021-11-21,2021,T11,T11,Après 20h,389,11,Sunday
VERSAILLES-CHATEAU-RIVE-GAUCHE,87393157,SAM,2025-08-02,2025,C,C,Après 20h,340,8,Saturday
VERNEUIL-L'ETANG,87116079,JOB,2023-11-14,2023,P,P,Après 20h,19,11,Tuesday
LES-GRESILLONS,87272146,SAM,2025-08-02,2025,C,C,De 10h à 16h,1429,8,Saturday
ERMONT-EAUBONNE,87276055,JOB,2025-06-02,2025,C,C,Après 20h,554,6,Monday
NOTRE-DAME-DES-ANGES,87704312,SAM,2021-09-18,2021,T4,T4,De 6h à 10h,80,9,Saturday
VERNOUILLET-VERNEUIL,87386656,SAM,2021-04-12,2021,J,J5,De 16h à 20h,319,4,Monday
SEVRES-VILLE-D'AVRAY,87382341,DIM,2024-01-21,2024,L,L2,De 10h à 16h,553,1,Sunday
CHATEAU-THIERRY,87116582,JOB,2023-09-19,2023,P,P,De 6h à 10h,837,9,Tuesday
VERT-GALANT,87271437,JOB,2023-10-10,2023,B,B,De 6h à 10h,5562,10,Tuesday
VERSAILLES-CHANTIERS,87393009,JOB,2024-11-06,2024,U,U,De 16h à 20h,2402,11,Wednesday
LIANCOURT-SAINT-PIERRE,87381210,SAM,2024-01-20,2024,J,J6,De 6h à 10h,4,1,Saturday
EPLUCHES,87276147,DIM,2024-01-21,2024,H,H,De 10h à 16h,39,1,Sunday
OZOIR-LA-FERRIERE,87116020,JOB,2022-03-22,2022,E,E,Après 20h,80,3,Tuesday
VIGNEUX-SUR-SEINE,87681304,SAM,2024-02-03,2024,D,D,De 16h à 20h,1074,2,Saturday
SOUPPES-CHATEAU-LANDON,87684217,DIM,2024-01-21,2024,R,R,De 16h à 20h,301,1,Sunday
CHAUMONT-EN-VEXIN,87381228,SAM,2024-01-20,2024,J,J6,De 6h à 10h,29,1,Saturday
OZOIR-LA-FERRIERE,87116020,SAM,2022-03-19,2022,E,E,Après 20h,86,3,Saturday
VILLENEUVE-LE-ROI,87545277,JOB,2025-06-02,2025,C,C,Avant 6h,68,6,Monday
SOUPPES-CHATEAU-LANDON,87684217,JOB,2024-01-16,2024,R,R,Après 20h,24,1,Tuesday
EPONE-MEZIERES,87386763,DIM,2024-01-21,2024,N,N,De 10h à 16h,110,1,Sunday
PARC-DU-CHATEAU,87745786,DIM,2024-01-12,2024,T12,T12,Après 20h,18,1,Friday
VILLENEUVE-TRIAGE,87681809,DIM,2024-03-03,2024,D,D,Après 20h,92,3,Sunday
SOUPPES-CHATEAU-LANDON,87684217,SAM,2024-01-20,2024,R,R,Après 20h,41,1,Saturday
CHAVILLE-RIVE-DROITE,87382333,SAM,2024-01-20,2024,L,L2,De 6h à 10h,267,1,Saturday
VILLENEUVE-LE-ROI,87545277,SAM,2025-08-02,2025,C,C,De 6h à 10h,381,8,Saturday
VILLENEUVE-TRIAGE,87681809,JOB,2024-05-03,2024,D,D,Après 20h,94,5,Friday
LIVRY-SUR-SEINE,87682401,DIM,2024-01-21,2024,R,R,Après 20h,8,1,Sunday
ERMONT-EAUBONNE,87276055,DIM,2024-01-21,2024,J,J4,Avant 6h,61,1,Sunday
VILLENEUVE-SAINT-GEORGES,87681825,JOB,2024-05-03,2024,D,D,De 10h à 16h,6156,5,Friday
VIROFLAY-RIVE-DROITE,87382887,JOB,2024-01-16,2024,L,L2,De 6h à 10h,1949,1,Tuesday
SURESNES-MONT-VALERIEN,87382374,SAM,2024-08-06,2024,U,U,De 16h à 20h,126,8,Tuesday
CHAVILLE-RIVE-GAUCHE,87393207,SAM,2024-01-20,2024,N,N,De 6h à 10h,198,1,Saturday
VILLENEUVE-SAINT-GEORGES,87681825,JOB,2024-05-03,2024,D,D,De 16h à 20h,7462,5,Friday
VIROFLAY-RIVE-GAUCHE,87393215,DIM,2024-01-21,2024,N,N,Après 20h,202,1,Sunday
LYCEE-HENRI-SELLIER,87988717,SAM,2021-09-18,2021,T4,T4,Avant 6h,10,9,Saturday
ERMONT-EAUBONNE,87276055,SAM,2025-08-02,2025,C,C,De 10h à 16h,1643,8,Saturday
PARIS-GARE-DU-NORD,87271031,JOB,2023-10-10,2023,B,B,De 16h à 20h,44866,10,Tuesday
VIROFLAY-RIVE-GAUCHE,87393215,JOB,2024-01-16,2024,N,N,De 16h à 20h,1983,1,Tuesday
LYCEE-HENRI-SELLIER,87988717,SAM,2021-09-18,2021,T4,T4,De 10h à 16h,334,9,Saturday
CHEMIN-D'ANTONY,87546317,DIM,2025-09-02,2025,C,C,Après 20h,20,9,Tuesday
VILLENNES-SUR-SEINE,87386649,JOB,2025-01-04,2025,J,J5,Avant 6h,17,1,Saturday
VITRY-SUR-SEINE,87545293,DIM,2025-09-02,2025,C,C,De 16h à 20h,641,9,Tuesday
VAIRES-TORCY,87116293,DIM,2023-11-19,2023,P,P,Après 20h,117,11,Sunday
ESBLY,87116327,DIM,2023-11-19,2023,P,P,Après 20h,107,11,Sunday
PEREIRE-LEVALLOIS,87381012,DIM,2025-09-02,2025,C,C,De 10h à 16h,669,9,Tuesday
VITRY-SUR-SEINE,87545293,DIM,2025-09-02,2025,C,C,De 6h à 10h,331,9,Tuesday
MAISONS-ALFORT-ALFORTVILLE,87681155,DIM,2024-03-03,2024,D,D,De 6h à 10h,1373,3,Sunday
EVRY-COURCOURONNES,87681387,JOB,2024-11-26,2024,T12,T12,Avant 6h,63,11,Tuesday
VILLEPARISIS-MITRY-LE-NEUF,87271510,SAM,2019-03-16,2019,B,B,De 16h à 20h,1046,3,Saturday
VITRY-SUR-SEINE,87545293,JOB,2025-11-02,2025,C,C,De 10h à 16h,1745,11,Sunday
VAL-DE-FONTENAY,87113712,DIM,2022-03-20,2022,E,E,Avant 6h,45,3,Sunday
ETAMPES,87545137,SAM,2025-08-02,2025,C,C,Après 20h,141,8,Saturday
PEREIRE-LEVALLOIS,87381012,SAM,2025-08-02,2025,C,C,De 10h à 16h,1061,8,Saturday
VITRY-SUR-SEINE,87545293,JOB,2025-06-02,2025,C,C,De 16h à 20h,2017,6,Monday
MAISONS-LAFFITTE,87386425,JOB,2022-11-30,2022,A,A,Après 20h,419,11,Wednesday
EVRY-VAL-DE-SEINE,87681361,DIM,2024-03-03,2024,D,D,De 10h à 16h,272,3,Sunday
VILLIERS-LE-BEL-GONESSE-ARNOUVILLE,87276220,DIM,2024-03-03,2024,D,D,Après 20h,823,3,Sunday
CORBEIL-ESSONNES,87681007,DIM,2024-03-03,2024,D,D,Après 20h,1074,3,Sunday
VERNON-GIVERNY,87415604,JOB,2025-01-04,2025,J,J5,De 10h à 16h,160,1,Saturday
CHEZY-SUR-MARNE,87116574,SAM,2023-09-16,2023,P,P,De 10h à 16h,29,9,Saturday
